departamento_id,departamento_nombre,provincia_id,provincia_nombre,anio,semanas_epidemiologicas,evento_nombre,grupo_edad_id,grupo_edad_desc,cantidad_casos
039,2 de Abril,22,Chaco,2018,18,Dengue,12,Sin Especificar,4
039,2 de Abril,22,Chaco,2018,19,Dengue,3,De 13 a 24 meses,1
039,2 de Abril,22,Chaco,2018,19,Dengue,4,De 2 a 4 años,1
039,2 de Abril,22,Chaco,2018,19,Dengue,5,De 5 a 9 años,1
039,2 de Abril,22,Chaco,2018,19,Dengue,6,De 10 a 14 años,4
039,2 de Abril,22,Chaco,2018,19,Dengue,7,De 15 a 19 años,7
039,2 de Abril,22,Chaco,2018,19,Dengue,8,De 20 a 24 años,5
039,2 de Abril,22,Chaco,2018,19,Dengue,9,De 25 a 34 años,9
039,2 de Abril,22,Chaco,2018,19,Dengue,10,De 45 a 64 años,10
039,2 de Abril,22,Chaco,2018,19,Dengue,11,Mayor o igual de 65 años,9
039,2 de Abril,22,Chaco,2018,19,Dengue,12,Sin Especificar,1
039,2 de Abril,22,Chaco,2018,20,Dengue,4,De 2 a 4 años,4
039,2 de Abril,22,Chaco,2018,20,Dengue,5,De 5 a 9 años,1
039,2 de Abril,22,Chaco,2018,20,Dengue,6,De 10 a 14 años,2
039,2 de Abril,22,Chaco,2018,20,Dengue,7,De 15 a 19 años,4
039,2 de Abril,22,Chaco,2018,20,Dengue,8,De 20 a 24 años,4
039,2 de Abril,22,Chaco,2018,20,Dengue,9,De 25 a 34 años,4
039,2 de Abril,22,Chaco,2018,20,Dengue,10,De 45 a 64 años,2
039,2 de Abril,22,Chaco,2018,20,Dengue,11,Mayor o igual de 65 años,3
039,2 de Abril,22,Chaco,2018,21,Dengue,9,De 25 a 34 años,3
039,2 de Abril,22,Chaco,2018,21,Dengue,11,Mayor o igual de 65 años,1
039,2 de Abril,22,Chaco,2018,22,Dengue,7,De 15 a 19 años,1
039,2 de Abril,22,Chaco,2018,22,Dengue,9,De 25 a 34 años,3
105,9 de Julio,22,Chaco,2018,16,Dengue,6,De 10 a 14 años,1
105,9 de Julio,22,Chaco,2018,19,Dengue,11,Mayor o igual de 65 años,2
014,Bermejo,22,Chaco,2018,13,Dengue,5,De 5 a 9 años,1
014,Bermejo,22,Chaco,2018,14,Dengue,10,De 45 a 64 años,2
014,Bermejo,22,Chaco,2018,17,Dengue,9,De 25 a 34 años,1
014,Bermejo,22,Chaco,2018,18,Dengue,5,De 5 a 9 años,1
028,CHACABUCO,22,Chaco,2018,12,Dengue,10,De 35 a 44 años,4
028,CHACABUCO,22,Chaco,2018,12,Dengue,10,De 45 a 64 años,1
028,CHACABUCO,22,Chaco,2018,13,Dengue,6,De 10 a 14 años,1
028,CHACABUCO,22,Chaco,2018,13,Dengue,7,De 15 a 19 años,1
028,CHACABUCO,22,Chaco,2018,13,Dengue,9,De 25 a 34 años,3
028,CHACABUCO,22,Chaco,2018,13,Dengue,10,De 35 a 44 años,1
028,CHACABUCO,22,Chaco,2018,13,Dengue,10,De 45 a 64 años,6
028,CHACABUCO,22,Chaco,2018,14,Dengue,5,De 5 a 9 años,1
028,CHACABUCO,22,Chaco,2018,14,Dengue,6,De 10 a 14 años,1
028,CHACABUCO,22,Chaco,2018,14,Dengue,7,De 15 a 19 años,2
028,CHACABUCO,22,Chaco,2018,14,Dengue,8,De 20 a 24 años,3
028,CHACABUCO,22,Chaco,2018,14,Dengue,9,De 25 a 34 años,1
028,CHACABUCO,22,Chaco,2018,14,Dengue,10,De 35 a 44 años,2
028,CHACABUCO,22,Chaco,2018,14,Dengue,10,De 45 a 64 años,2
028,CHACABUCO,22,Chaco,2018,15,Dengue,8,De 20 a 24 años,1
028,CHACABUCO,22,Chaco,2018,15,Dengue,9,De 25 a 34 años,1
028,CHACABUCO,22,Chaco,2018,15,Dengue,10,De 35 a 44 años,3
028,CHACABUCO,22,Chaco,2018,15,Dengue,10,De 45 a 64 años,2
028,CHACABUCO,22,Chaco,2018,16,Dengue,7,De 15 a 19 años,1
028,CHACABUCO,22,Chaco,2018,16,Dengue,8,De 20 a 24 años,1
028,CHACABUCO,22,Chaco,2018,16,Dengue,9,De 25 a 34 años,3
028,CHACABUCO,22,Chaco,2018,16,Dengue,10,De 35 a 44 años,2
028,CHACABUCO,22,Chaco,2018,16,Dengue,10,De 45 a 64 años,1
028,CHACABUCO,22,Chaco,2018,17,Dengue,4,De 2 a 4 años,1
028,CHACABUCO,22,Chaco,2018,17,Dengue,5,De 5 a 9 años,1
028,CHACABUCO,22,Chaco,2018,17,Dengue,6,De 10 a 14 años,1
028,CHACABUCO,22,Chaco,2018,17,Dengue,7,De 15 a 19 años,7
028,CHACABUCO,22,Chaco,2018,17,Dengue,8,De 20 a 24 años,4
028,CHACABUCO,22,Chaco,2018,17,Dengue,9,De 25 a 34 años,2
028,CHACABUCO,22,Chaco,2018,17,Dengue,10,De 35 a 44 años,2
028,CHACABUCO,22,Chaco,2018,17,Dengue,10,De 45 a 64 años,4
028,CHACABUCO,22,Chaco,2018,17,Dengue,11,Mayor o igual de 65 años,4
028,CHACABUCO,22,Chaco,2018,17,Dengue,12,Sin Especificar,1
028,CHACABUCO,22,Chaco,2018,18,Dengue,6,De 10 a 14 años,3
028,CHACABUCO,22,Chaco,2018,18,Dengue,7,De 15 a 19 años,6
028,CHACABUCO,22,Chaco,2018,18,Dengue,8,De 20 a 24 años,1
028,CHACABUCO,22,Chaco,2018,18,Dengue,9,De 25 a 34 años,5
028,CHACABUCO,22,Chaco,2018,18,Dengue,10,De 45 a 64 años,3
028,CHACABUCO,22,Chaco,2018,18,Dengue,11,Mayor o igual de 65 años,8
028,CHACABUCO,22,Chaco,2018,19,Dengue,5,De 5 a 9 años,2
028,CHACABUCO,22,Chaco,2018,19,Dengue,6,De 10 a 14 años,5
028,CHACABUCO,22,Chaco,2018,19,Dengue,7,De 15 a 19 años,10
028,CHACABUCO,22,Chaco,2018,19,Dengue,8,De 20 a 24 años,5
028,CHACABUCO,22,Chaco,2018,19,Dengue,9,De 25 a 34 años,8
028,CHACABUCO,22,Chaco,2018,19,Dengue,10,De 45 a 64 años,3
028,CHACABUCO,22,Chaco,2018,19,Dengue,11,Mayor o igual de 65 años,5
028,CHACABUCO,22,Chaco,2018,20,Dengue,3,De 13 a 24 meses,1
028,CHACABUCO,22,Chaco,2018,20,Dengue,5,De 5 a 9 años,3
028,CHACABUCO,22,Chaco,2018,20,Dengue,6,De 10 a 14 años,2
028,CHACABUCO,22,Chaco,2018,20,Dengue,7,De 15 a 19 años,2
028,CHACABUCO,22,Chaco,2018,20,Dengue,8,De 20 a 24 años,3
028,CHACABUCO,22,Chaco,2018,20,Dengue,9,De 25 a 34 años,1
028,CHACABUCO,22,Chaco,2018,20,Dengue,10,De 45 a 64 años,3
028,CHACABUCO,22,Chaco,2018,20,Dengue,11,Mayor o igual de 65 años,3
028,CHACABUCO,22,Chaco,2018,21,Dengue,6,De 10 a 14 años,1
028,CHACABUCO,22,Chaco,2018,21,Dengue,7,De 15 a 19 años,3
028,CHACABUCO,22,Chaco,2018,21,Dengue,8,De 20 a 24 años,1
028,CHACABUCO,22,Chaco,2018,21,Dengue,9,De 25 a 34 años,1
028,CHACABUCO,22,Chaco,2018,21,Dengue,10,De 45 a 64 años,2
028,CHACABUCO,22,Chaco,2018,21,Dengue,11,Mayor o igual de 65 años,2
028,CHACABUCO,22,Chaco,2018,22,Dengue,6,De 10 a 14 años,1
028,CHACABUCO,22,Chaco,2018,22,Dengue,7,De 15 a 19 años,3
028,CHACABUCO,22,Chaco,2018,22,Dengue,11,Mayor o igual de 65 años,1
028,CHACABUCO,22,Chaco,2018,23,Dengue,7,De 15 a 19 años,2
028,CHACABUCO,22,Chaco,2018,23,Dengue,9,De 25 a 34 años,1
028,CHACABUCO,22,Chaco,2018,23,Dengue,10,De 45 a 64 años,1
021,Comandante Fernández,22,Chaco,2018,13,Dengue,9,De 25 a 34 años,1
021,Comandante Fernández,22,Chaco,2018,15,Dengue,10,De 45 a 64 años,1
021,Comandante Fernández,22,Chaco,2018,18,Dengue,7,De 15 a 19 años,1
021,Comandante Fernández,22,Chaco,2018,27,Dengue,9,De 25 a 34 años,1
043,Fray Justo Santa María de Oro,22,Chaco,2018,16,Dengue,8,De 20 a 24 años,1
043,Fray Justo Santa María de Oro,22,Chaco,2018,16,Dengue,11,Mayor o igual de 65 años,1
049,General Belgrano,22,Chaco,2018,17,Dengue,7,De 15 a 19 años,1
049,General Belgrano,22,Chaco,2018,17,Dengue,10,De 45 a 64 años,1
049,General Belgrano,22,Chaco,2018,17,Dengue,11,Mayor o igual de 65 años,1
049,General Belgrano,22,Chaco,2018,18,Dengue,8,De 20 a 24 años,2
049,General Belgrano,22,Chaco,2018,18,Dengue,9,De 25 a 34 años,2
049,General Belgrano,22,Chaco,2018,18,Dengue,11,Mayor o igual de 65 años,2
049,General Belgrano,22,Chaco,2018,19,Dengue,4,De 2 a 4 años,1
049,General Belgrano,22,Chaco,2018,19,Dengue,5,De 5 a 9 años,3
049,General Belgrano,22,Chaco,2018,19,Dengue,6,De 10 a 14 años,1
049,General Belgrano,22,Chaco,2018,19,Dengue,7,De 15 a 19 años,4
049,General Belgrano,22,Chaco,2018,19,Dengue,8,De 20 a 24 años,6
049,General Belgrano,22,Chaco,2018,19,Dengue,9,De 25 a 34 años,3
049,General Belgrano,22,Chaco,2018,19,Dengue,10,De 45 a 64 años,8
049,General Belgrano,22,Chaco,2018,19,Dengue,11,Mayor o igual de 65 años,6
049,General Belgrano,22,Chaco,2018,20,Dengue,4,De 2 a 4 años,1
049,General Belgrano,22,Chaco,2018,20,Dengue,5,De 5 a 9 años,3
049,General Belgrano,22,Chaco,2018,20,Dengue,6,De 10 a 14 años,9
049,General Belgrano,22,Chaco,2018,20,Dengue,7,De 15 a 19 años,6
049,General Belgrano,22,Chaco,2018,20,Dengue,8,De 20 a 24 años,3
049,General Belgrano,22,Chaco,2018,20,Dengue,9,De 25 a 34 años,7
049,General Belgrano,22,Chaco,2018,20,Dengue,10,De 45 a 64 años,13
049,General Belgrano,22,Chaco,2018,20,Dengue,11,Mayor o igual de 65 años,6
049,General Belgrano,22,Chaco,2018,20,Dengue,12,Sin Especificar,1
049,General Belgrano,22,Chaco,2018,21,Dengue,1,Menor que 1 año,1
049,General Belgrano,22,Chaco,2018,21,Dengue,5,De 5 a 9 años,1
049,General Belgrano,22,Chaco,2018,21,Dengue,7,De 15 a 19 años,4
049,General Belgrano,22,Chaco,2018,21,Dengue,8,De 20 a 24 años,1
049,General Belgrano,22,Chaco,2018,21,Dengue,9,De 25 a 34 años,3
049,General Belgrano,22,Chaco,2018,21,Dengue,10,De 45 a 64 años,2
049,General Belgrano,22,Chaco,2018,21,Dengue,11,Mayor o igual de 65 años,2
049,General Belgrano,22,Chaco,2018,21,Dengue,12,Sin Especificar,1
049,General Belgrano,22,Chaco,2018,22,Dengue,5,De 5 a 9 años,1
049,General Belgrano,22,Chaco,2018,22,Dengue,7,De 15 a 19 años,1
049,General Belgrano,22,Chaco,2018,22,Dengue,9,De 25 a 34 años,1
049,General Belgrano,22,Chaco,2018,22,Dengue,10,De 45 a 64 años,1
049,General Belgrano,22,Chaco,2018,22,Dengue,11,Mayor o igual de 65 años,1
049,General Belgrano,22,Chaco,2018,23,Dengue,6,De 10 a 14 años,2
049,General Belgrano,22,Chaco,2018,23,Dengue,7,De 15 a 19 años,2
049,General Belgrano,22,Chaco,2018,23,Dengue,8,De 20 a 24 años,4
049,General Belgrano,22,Chaco,2018,23,Dengue,9,De 25 a 34 años,1
049,General Belgrano,22,Chaco,2018,23,Dengue,10,De 45 a 64 años,1
049,General Belgrano,22,Chaco,2018,23,Dengue,11,Mayor o igual de 65 años,1
063,General Güemes,22,Chaco,2018,15,Dengue,8,De 20 a 24 años,1
063,General Güemes,22,Chaco,2018,15,Dengue,9,De 25 a 34 años,1
063,General Güemes,22,Chaco,2018,16,Dengue,9,De 25 a 34 años,1
070,Independencia,22,Chaco,2018,15,Dengue,10,De 35 a 44 años,1
070,Independencia,22,Chaco,2018,17,Dengue,8,De 20 a 24 años,1
070,Independencia,22,Chaco,2018,20,Dengue,10,De 45 a 64 años,1
084,Libertador General San Martín,22,Chaco,2018,18,Dengue,7,De 15 a 19 años,1
084,Libertador General San Martín,22,Chaco,2018,19,Dengue,7,De 15 a 19 años,1
084,Libertador General San Martín,22,Chaco,2018,19,Dengue,8,De 20 a 24 años,1
084,Libertador General San Martín,22,Chaco,2018,19,Dengue,9,De 25 a 34 años,1
084,Libertador General San Martín,22,Chaco,2018,20,Dengue,8,De 20 a 24 años,3
084,Libertador General San Martín,22,Chaco,2018,20,Dengue,10,De 45 a 64 años,1
084,Libertador General San Martín,22,Chaco,2018,21,Dengue,7,De 15 a 19 años,1
084,Libertador General San Martín,22,Chaco,2018,21,Dengue,8,De 20 a 24 años,1
098,Mayor Luis J. Fontana,22,Chaco,2018,19,Dengue,5,De 5 a 9 años,1
112,O'Higgins,22,Chaco,2018,17,Dengue,9,De 25 a 34 años,1
112,O'Higgins,22,Chaco,2018,18,Dengue,7,De 15 a 19 años,1
112,O'Higgins,22,Chaco,2018,18,Dengue,8,De 20 a 24 años,1
112,O'Higgins,22,Chaco,2018,18,Dengue,9,De 25 a 34 años,1
112,O'Higgins,22,Chaco,2018,18,Dengue,11,Mayor o igual de 65 años,2
112,O'Higgins,22,Chaco,2018,19,Dengue,7,De 15 a 19 años,1
112,O'Higgins,22,Chaco,2018,19,Dengue,8,De 20 a 24 años,1
112,O'Higgins,22,Chaco,2018,19,Dengue,9,De 25 a 34 años,3
112,O'Higgins,22,Chaco,2018,19,Dengue,10,De 45 a 64 años,3
112,O'Higgins,22,Chaco,2018,19,Dengue,11,Mayor o igual de 65 años,2
112,O'Higgins,22,Chaco,2018,20,Dengue,7,De 15 a 19 años,1
112,O'Higgins,22,Chaco,2018,20,Dengue,9,De 25 a 34 años,1
112,O'Higgins,22,Chaco,2018,21,Dengue,7,De 15 a 19 años,1
140,SAN FERNANDO,22,Chaco,2018,10,Dengue,10,De 45 a 64 años,1
140,SAN FERNANDO,22,Chaco,2018,11,Dengue,9,De 25 a 34 años,1
140,SAN FERNANDO,22,Chaco,2018,12,Dengue,9,De 25 a 34 años,1
140,SAN FERNANDO,22,Chaco,2018,15,Dengue,10,De 35 a 44 años,1
140,SAN FERNANDO,22,Chaco,2018,16,Dengue,8,De 20 a 24 años,1
140,SAN FERNANDO,22,Chaco,2018,16,Dengue,10,De 45 a 64 años,1
140,SAN FERNANDO,22,Chaco,2018,17,Dengue,10,De 45 a 64 años,1
140,SAN FERNANDO,22,Chaco,2018,17,Dengue,11,Mayor o igual de 65 años,1
140,SAN FERNANDO,22,Chaco,2018,18,Dengue,6,De 10 a 14 años,1
140,SAN FERNANDO,22,Chaco,2018,18,Dengue,10,De 45 a 64 años,2
140,SAN FERNANDO,22,Chaco,2018,18,Dengue,12,Sin Especificar,1
140,SAN FERNANDO,22,Chaco,2018,19,Dengue,6,De 10 a 14 años,2
140,SAN FERNANDO,22,Chaco,2018,19,Dengue,7,De 15 a 19 años,1
140,SAN FERNANDO,22,Chaco,2018,19,Dengue,8,De 20 a 24 años,2
140,SAN FERNANDO,22,Chaco,2018,20,Dengue,6,De 10 a 14 años,2
140,SAN FERNANDO,22,Chaco,2018,20,Dengue,8,De 20 a 24 años,1
140,SAN FERNANDO,22,Chaco,2018,20,Dengue,9,De 25 a 34 años,1
140,SAN FERNANDO,22,Chaco,2018,20,Dengue,10,De 45 a 64 años,2
140,SAN FERNANDO,22,Chaco,2018,20,Dengue,11,Mayor o igual de 65 años,1
140,SAN FERNANDO,22,Chaco,2018,21,Dengue,10,De 45 a 64 años,1
140,SAN FERNANDO,22,Chaco,2018,21,Dengue,11,Mayor o igual de 65 años,1
140,SAN FERNANDO,22,Chaco,2018,21,Dengue,12,Sin Especificar,1
140,SAN FERNANDO,22,Chaco,2018,22,Dengue,7,De 15 a 19 años,1
140,SAN FERNANDO,22,Chaco,2018,22,Dengue,10,De 45 a 64 años,1
014,Capital,14,Córdoba,2018,10,Dengue,10,De 45 a 64 años,1
014,Capital,14,Córdoba,2018,12,Dengue,8,De 20 a 24 años,2
014,Capital,14,Córdoba,2018,12,Dengue,9,De 25 a 34 años,3
014,Capital,14,Córdoba,2018,12,Dengue,11,Mayor o igual de 65 años,1
014,Capital,14,Córdoba,2018,13,Dengue,8,De 20 a 24 años,2
014,Capital,14,Córdoba,2018,13,Dengue,9,De 25 a 34 años,1
014,Capital,14,Córdoba,2018,13,Dengue,10,De 35 a 44 años,1
014,Capital,14,Córdoba,2018,13,Dengue,10,De 45 a 64 años,1
014,Capital,14,Córdoba,2018,15,Dengue,8,De 20 a 24 años,1
014,Capital,14,Córdoba,2018,16,Dengue,10,De 35 a 44 años,1
014,Capital,14,Córdoba,2018,16,Dengue,10,De 45 a 64 años,1
014,Capital,14,Córdoba,2018,17,Dengue,11,Mayor o igual de 65 años,1
021,Colón,14,Córdoba,2018,12,Dengue,9,De 25 a 34 años,1
161,Tercero Arriba,14,Córdoba,2018,21,Dengue,9,De 25 a 34 años,1
0,*sin dato*,18,Corrientes,2018,17,Dengue,9,De 25 a 34 años,1
021,Capital,18,Corrientes,2018,11,Dengue,10,De 45 a 64 años,1
021,Capital,18,Corrientes,2018,20,Dengue,10,De 45 a 64 años,1
021,Capital,18,Corrientes,2018,20,Dengue,12,Sin Especificar,2
021,Capital,18,Corrientes,2018,21,Dengue,8,De 20 a 24 años,1
021,Capital,18,Corrientes,2018,23,Dengue,9,De 25 a 34 años,1
126,Saladas,18,Corrientes,2018,18,Dengue,9,De 25 a 34 años,1
126,Saladas,18,Corrientes,2018,19,Dengue,7,De 15 a 19 años,1
126,Saladas,18,Corrientes,2018,19,Dengue,9,De 25 a 34 años,2
126,Saladas,18,Corrientes,2018,20,Dengue,8,De 20 a 24 años,1
126,Saladas,18,Corrientes,2018,20,Dengue,11,Mayor o igual de 65 años,2
168,Santo Tomé,18,Corrientes,2018,16,Dengue,10,De 35 a 44 años,1
015,Concordia,30,Entre Ríos,2018,20,Dengue,9,De 25 a 34 años,1
084,Paraná,31,Entre Ríos,2018,14,Dengue,10,De 45 a 64 años,1
084,Paraná,32,Entre Ríos,2018,16,Dengue,10,De 35 a 44 años,1
084,Paraná,33,Entre Ríos,2018,16,Dengue,11,Mayor o igual de 65 años,1
014,Formosa,34,Formosa,2018,1,Dengue,8,De 20 a 24 años,3
014,Formosa,34,Formosa,2018,3,Dengue,10,De 45 a 64 años,1
014,Formosa,34,Formosa,2018,7,Dengue,9,De 25 a 34 años,1
014,Formosa,34,Formosa,2018,8,Dengue,9,De 25 a 34 años,1
014,Formosa,34,Formosa,2018,9,Dengue,8,De 20 a 24 años,1
014,Formosa,34,Formosa,2018,9,Dengue,10,De 35 a 44 años,1
014,Formosa,34,Formosa,2018,10,Dengue,7,De 15 a 19 años,1
